1,1.176,1323477208,user_group-1,1.166527,,{'Example_Timer': 1.1663969295504435}
2,1.247,1323477208,user_group-1,1.238472,,{'Example_Timer': 1.238285175642164}
3,1.395,1323477208,user_group-2,1.381554,,{'Example_Timer': 1.3814035749648559}
4,1.497,1323477208,user_group-2,1.484405,,{'Example_Timer': 1.4842355093508575}
5,1.611,1323477208,user_group-2,1.598250,,{'Example_Timer': 1.5981575924716018}
6,1.621,1323477208,user_group-1,1.613138,,{'Example_Timer': 1.6129176344828}
7,2.749,1323477209,user_group-2,1.251629,,{'Example_Timer': 1.251564782427855}
8,2.831,1323477209,user_group-2,1.434646,,{'Example_Timer': 1.434540028980976}
9,2.882,1323477210,user_group-1,1.634412,,{'Example_Timer': 1.634248967616316}
10,3.111,1323477210,user_group-1,1.933488,,{'Example_Timer': 1.9333815879425869}
11,3.127,1323477210,user_group-2,1.515486,,{'Example_Timer': 1.5153218041962917}
12,3.479,1323477210,user_group-1,1.857338,,{'Example_Timer': 1.8572172767554584}
13,3.938,1323477211,user_group-1,1.056202,,{'Example_Timer': 1.0561415397780034}
14,3.945,1323477211,user_group-2,1.195075,,{'Example_Timer': 1.1949519491788667}
15,4.466,1323477211,user_group-2,1.634901,,{'Example_Timer': 1.634846324615589}
16,4.790,1323477211,user_group-2,1.662839,,{'Example_Timer': 1.662449929319135}
17,5.024,1323477212,user_group-1,1.545353,,{'Example_Timer': 1.5450556238011761}
18,5.059,1323477212,user_group-1,1.947985,,{'Example_Timer': 1.9478724180611446}
19,5.506,1323477212,user_group-1,1.567320,,{'Example_Timer': 1.5671952039070667}
20,5.835,1323477212,user_group-2,1.368363,,{'Example_Timer': 1.3683137999056658}
21,5.862,1323477213,user_group-2,1.917275,,{'Example_Timer': 1.9171664568069873}
22,6.125,1323477213,user_group-2,1.334779,,{'Example_Timer': 1.3346548660256548}
23,6.602,1323477213,user_group-1,1.577634,,{'Example_Timer': 1.5773072410314504}
24,6.728,1323477213,user_group-1,1.668624,,{'Example_Timer': 1.668631711099196}
25,7.205,1323477214,user_group-1,1.698826,,{'Example_Timer': 1.698642566503433}
26,7.407,1323477214,user_group-2,1.544895,,{'Example_Timer': 1.5447713930678715}
27,7.590,1323477214,user_group-2,1.755067,,{'Example_Timer': 1.7550230350859546}
28,7.690,1323477214,user_group-1,1.087628,,{'Example_Timer': 1.0875844504542147}
29,7.829,1323477214,user_group-2,1.704696,,{'Example_Timer': 1.7045808001205822}
30,8.120,1323477215,user_group-1,1.391974,,{'Example_Timer': 1.391898779557204}
31,8.804,1323477215,user_group-2,1.396225,,{'Example_Timer': 1.396128688673105}
32,8.974,1323477216,user_group-1,1.283915,,{'Example_Timer': 1.283821723823807}
33,9.046,1323477216,user_group-1,1.840442,,{'Example_Timer': 1.8402798909004252}
34,9.557,1323477216,user_group-2,1.967075,,{'Example_Timer': 1.9669406183977793}
35,9.608,1323477216,user_group-2,1.778506,,{'Example_Timer': 1.778349756252957}
36,9.655,1323477216,user_group-1,1.535109,,{'Example_Timer': 1.535076438182301}
37,10.223,1323477217,user_group-2,1.418813,,{'Example_Timer': 1.4186764846322317}
38,10.277,1323477217,user_group-1,1.302795,,{'Example_Timer': 1.3026296807951456}
39,10.563,1323477217,user_group-2,1.005704,,{'Example_Timer': 1.0054877790740009}
40,10.645,1323477217,user_group-1,1.599780,,{'Example_Timer': 1.5996706126350557}
41,11.065,1323477218,user_group-1,1.409414,,{'Example_Timer': 1.409282795794845}
42,11.124,1323477218,user_group-2,1.515966,,{'Example_Timer': 1.5158277598744863}
